Room101,24.93,false,2026-04-05 19:58:56

Room102,21.84,true,2026-04-05 19:58:56

Room103,23.9,true,2026-04-05 19:58:56

Room104,23.54,false,2026-04-05 19:58:56

Room105,22.53,false,2026-04-05 19:58:56

Room101,21.49,false,2026-04-05 19:59:00

Room102,22.26,false,2026-04-05 19:59:00

Room103,23.09,true,2026-04-05 19:59:00

Room104,20.47,false,2026-04-05 19:59:00

Room105,21.22,false,2026-04-05 19:59:00

Room101,23.36,false,2026-04-05 19:59:04

Room102,24.8,false,2026-04-05 19:59:04

Room103,23.72,false,2026-04-05 19:59:04

Room104,22.46,false,2026-04-05 19:59:04

Room105,21.36,false,2026-04-05 19:59:04

Room101,24.07,false,2026-04-05 19:59:08

Room102,23.54,false,2026-04-05 19:59:08

Room103,23.93,false,2026-04-05 19:59:08

Room104,24.91,false,2026-04-05 19:59:08

Room105,20.97,false,2026-04-05 19:59:08

Room101,20.03,false,2026-04-05 19:59:12

Room102,23.76,false,2026-04-05 19:59:12

Room103,21.12,false,2026-04-05 19:59:12

Room104,20.75,false,2026-04-05 19:59:12

Room105,22.42,true,2026-04-05 19:59:12

Room101,22.77,true,2026-04-05 19:59:16

Room102,20.32,false,2026-04-05 19:59:16

Room103,24.38,true,2026-04-05 19:59:16

Room104,21.25,false,2026-04-05 19:59:16

Room105,24.26,false,2026-04-05 19:59:16

Room101,20.74,false,2026-04-05 19:59:20

Room102,22.42,false,2026-04-05 19:59:20

Room103,22.87,false,2026-04-05 19:59:20

Room104,20.54,false,2026-04-05 19:59:20

Room105,23.22,false,2026-04-05 19:59:20

Room101,20.88,false,2026-04-05 19:59:24

Room102,22.86,false,2026-04-05 19:59:24

Room103,20.09,false,2026-04-05 19:59:24

Room104,21.88,false,2026-04-05 19:59:24

Room105,23.87,false,2026-04-05 19:59:24

Room101,21.92,true,2026-04-05 19:59:28

Room102,22.11,false,2026-04-05 19:59:28

Room103,22.13,false,2026-04-05 19:59:28

Room104,22.46,false,2026-04-05 19:59:28

Room105,21.84,false,2026-04-05 19:59:28

Room101,23.29,true,2026-04-05 19:59:32

Room102,23.37,false,2026-04-05 19:59:32

Room103,21.46,false,2026-04-05 19:59:32

Room104,20.33,true,2026-04-05 19:59:32

Room105,21.07,false,2026-04-05 19:59:32

Room101,23.38,false,2026-04-05 19:59:36

Room102,21.51,false,2026-04-05 19:59:36

Room103,24.7,false,2026-04-05 19:59:36

Room104,21.45,true,2026-04-05 19:59:36

Room105,20.23,true,2026-04-05 19:59:36

Room101,20.93,false,2026-04-05 19:59:40

Room102,24.57,false,2026-04-05 19:59:40

Room103,23.87,false,2026-04-05 19:59:40

Room104,23.65,true,2026-04-05 19:59:40
